labels,동영상 제목,댓글,댓글 작성일,PRO
2,또 배그 계정 해킹 당할 뻔 했습니다. 진짜 소름이네요;; [배틀그라운드],2차비번 설정하는 방법좀 알려주세요 저도 스팀 계정 해킹 당해서 3만원 날라갔어요..,2020-07-16T23:13:57Z,2차비번 설정하는 방법좀 알려주세요 저도 스팀 계정 해킹 당해서 3만원 날라갔어요  
2,또 배그 계정 해킹 당할 뻔 했습니다. 진짜 소름이네요;; [배틀그라운드],전 네이버 아이디는 최근에 크아 아이디는 예전에 해킹당했는데 크아는 300렙짜리 해킹당해서 계정 다시 팠고 네이버는 중국에서 3번연속 해킹기록떠서 2차보안하고 그 후에 부산에서 한번 울산에서 한번 해킹시도 기록떠서 소름돋은기억이...,2019-09-28T18:12:18Z,전 네이버 아이디는 최근에 크아 아이디는 예전에 해킹당했는데 크아는 300렙짜리 해킹당해서 계정 다시 팠고 네이버는 중국에서 3번연속 해킹기록떠서 2차보안하고 그 후에 부산에서 한번 울산에서 한번 해킹시도 기록떠서 소름돋은기억이   
2,딸깍으로 끝내는 여름 이벤트,일좀 하라구...영상 미적지근하게 올라오누ㅡㅡ 1시간짤 만들자 하버때처럼,2023-06-12T20:49:47Z,일좀 하라구   영상 미적지근하게 올라오누ㅡㅡ 1시간짤 만들자 하버때처럼
2,드디어 적용된 갓 패치.. 피파4,말키형 23토티 시세는 계속 떨어질까요?? 1조5천억이상하는것들이 1조가 되버리는마법...,2023-06-22T13:54:40Z,말키형 23토티 시세는 계속 떨어질까요   1조5천억이상하는것들이 1조가 되버리는마법   
0,[메이플] 2023년도 최신판! 맨몸 무자본을 위한😎 12개 전사  전직업 캐릭터 장단점 총정리하기!🚀,카이저가 무자본이였나요? 아니지않나?,2023-05-05T11:34:26Z,카이저가 무자본이였나요  아니지않나 
2,드디어 이뤄진 갓 패치.. 피파4,아다리 매판나오구만 사라지긴 무슨..,2023-07-30T07:38:00Z,아다리 매판나오구만 사라지긴 무슨  
2,"드디어 만났다 ""코카 킹"" 신규 보스 레이드! [리니지 태산군주]","배태워서 가야하는 이유 : 텔로 가는 부적은 돈인데 왜 그냥 보내주나..
조만간 텔 부적으로 장사할듯..",2023-05-30T03:40:24Z,배태워서 가야하는 이유   텔로 가는 부적은 돈인데 왜 그냥 보내주나   조만간 텔 부적으로 장사할듯  
0,[메이플] 2023년 최신! 뉴비와 복귀 유저들을 위한🧙‍♂️ 1렙부터 맨땅에서 일어나는 💪260레벨 하이퍼버닝 버닝월드✍ 육성 가이드!🚀(버닝월드 꿀팁과 육성 루트 정리),크로아서버 옮기고 싶은데 버닝월드에서 레벨키우고 월드리프하면 옮겨지나요?,2023-07-11T12:10:57Z,크로아서버 옮기고 싶은데 버닝월드에서 레벨키우고 월드리프하면 옮겨지나요 
2,동접 130만 로아가 요즘 잘나가는 이유,로아 맨날 비공개 베타 테스트하고 출시일 계속 연기 되고.. 그래서 아직도 개발중이냐 망한다 뭐다 얘기 많았던데다 겨우 오픈이라도 했는데 7년동안 개발하던 겜이라 다렉 9인가 X로 돌려서 기술력으로 또 욕먹고 ㅋㅋㅋ 컨텐츠부족+레이드 즉완권으로 또 욕먹고 이런저런 일이 많았지만 좋은 피드백을 통해 결국 흥해서 보기 좋네요 ㅋㅋ,2022-03-14T10:36:59Z,로아 맨날 비공개 베타 테스트하고 출시일 계속 연기 되고   그래서 아직도 개발중이냐 망한다 뭐다 얘기 많았던데다 겨우 오픈이라도 했는데 7년동안 개발하던 겜이라 다렉 9인가 X로 돌려서 기술력으로 또 욕먹고 ㅋㅋㅋ 컨텐츠부족 레이드 즉완권으로 또 욕먹고 이런저런 일이 많았지만 좋은 피드백을 통해 결국 흥해서 보기 좋네요 ㅋㅋ
2,동접 130만 로아가 요즘 잘나가는 이유,"인건비 는 누구눈에는 가치가 없고
누구 눈에는 가치가 있고 모르는건데 여기 영상에선 가볍게 이야기 하는게 있는데
모르겠네 ㅋㅋ 투자는 아무나 할수있는데 큰 수익을 바라볼수 있는건 역시 돈을 어마 어마 하게 투자 해서
수익을 그만큼 가져가는게 최고임 ;;  즉 치고 빠지는게 최고임;;; 여기 영상 에서 보는건 것할끼 씩 이야기임 ~
모든 분야에 중간까지 가면 천재라고 하지 ~",2022-03-13T14:01:03Z,인건비 는 누구눈에는 가치가 없고 누구 눈에는 가치가 있고 모르는건데 여기 영상에선 가볍게 이야기 하는게 있는데 모르겠네 ㅋㅋ 투자는 아무나 할수있는데 큰 수익을 바라볼수 있는건 역시 돈을 어마 어마 하게 투자 해서 수익을 그만큼 가져가는게 최고임     즉 치고 빠지는게 최고임    여기 영상 에서 보는건 것할끼 씩 이야기임   모든 분야에 중간까지 가면 천재라고 하지  
0,[메이플] 2022년도 최신!!  👊 한방에 육성 가이드 종결 🔥 1~250레벨 최신 사냥터 총정리!! (템셋까지 한방에! 고정 댓글 😍 1.5배속 추천!),방어구 할떄 저렇게 하는거맞나여? 아무것도안나오는데...,2023-11-05T17:58:49Z,방어구 할떄 저렇게 하는거맞나여  아무것도안나오는데   
2,동접 130만 로아가 요즘 잘나가는 이유,팔다 팔다 양심도 팔아먹은... 미친기업!!,2022-03-22T11:45:25Z,팔다 팔다 양심도 팔아먹은    미친기업  
2,"동시접속자 20명, 서비스종료 직전인 메이플스토리2 접속해봤습니다.. 메이플2 똥갓겜 [테스터훈]",메2 섭종하고 에버플래닛이나 부활했으면 좋겠다,2023-10-30T00:48:16Z,메2 섭종하고 에버플래닛이나 부활했으면 좋겠다
2,동·서양을 동시에 담은 넥슨의 신작 워헤이븐은 성공할 수 있을까?,네 망했습니다,2023-09-28T09:39:05Z,네 망했습니다
0,"[메이플] ""과금은 대체 어떻게 해야 함?' - 과금 가이드","형님
구독자 5만찍으시면 qna받아주시나요?",2023-08-25T14:50:23Z,형님 구독자 5만찍으시면 qna받아주시나요 
0,"[메이플] ""과금은 대체 어떻게 해야 함?' - 과금 가이드","형님
구독자 5만찍으시면 qna받아주시나요?",2023-08-25T14:50:23Z,형님 구독자 5만찍으시면 qna받아주시나요 
2,돈슨이 사랑 받고 싶어서 벌인 일  (feat. 넥슨 신작들),그냥 망하면 다 편해 3N들아,2023-02-18T09:48:49Z,그냥 망하면 다 편해 3N들아
2,돈슨이 사랑 받고 싶어서 벌인 일  (feat. 넥슨 신작들),나의 동심이 돈에 미쳤다가 다시 정신을 차리려 한다,2023-02-24T11:31:56Z,나의 동심이 돈에 미쳤다가 다시 정신을 차리려 한다
2,돈슨이 사랑 받고 싶어서 벌인 일  (feat. 넥슨 신작들),나의 동심이 돈에 미쳤다가 다시 정신을 차리려 한다,2023-02-24T11:31:56Z,나의 동심이 돈에 미쳤다가 다시 정신을 차리려 한다
2,돈슨이 사랑 받고 싶어서 벌인 일  (feat. 넥슨 신작들),"넥슨 재평가에 블쟈 돈미새 나락
ㄹㅇ 옹졸해지는 20년대",2023-07-27T22:56:32Z,넥슨 재평가에 블쟈 돈미새 나락 ㄹㅇ 옹졸해지는 20년대
2,돈슨이 사랑 받고 싶어서 벌인 일  (feat. 넥슨 신작들),"넥슨 재평가에 블쟈 돈미새 나락
ㄹㅇ 옹졸해지는 20년대",2023-07-27T22:56:32Z,넥슨 재평가에 블쟈 돈미새 나락 ㄹㅇ 옹졸해지는 20년대
2,돈슨이 사랑 받고 싶어서 벌인 일  (feat. 넥슨 신작들),넥슨은 거르는게 답이다. 괜히돈슨이라하는게 아닙니다.  돈만 밣히는 넥슨사장.  사람은 쉽게 변하지않는다. 사전예약서비스?   지나가던 개나줘라..   넥슨게임 받지도 하지도 맙시다.,2023-08-25T08:27:15Z,넥슨은 거르는게 답이다  괜히돈슨이라하는게 아닙니다   돈만 밣히는 넥슨사장   사람은 쉽게 변하지않는다  사전예약서비스    지나가던 개나줘라     넥슨게임 받지도 하지도 맙시다 
2,돈슨이 사랑 받고 싶어서 벌인 일  (feat. 넥슨 신작들),넥슨은 거르는게 답이다. 괜히돈슨이라하는게 아닙니다.  돈만 밣히는 넥슨사장.  사람은 쉽게 변하지않는다. 사전예약서비스?   지나가던 개나줘라..   넥슨게임 받지도 하지도 맙시다.,2023-08-25T08:27:15Z,넥슨은 거르는게 답이다  괜히돈슨이라하는게 아닙니다   돈만 밣히는 넥슨사장   사람은 쉽게 변하지않는다  사전예약서비스    지나가던 개나줘라     넥슨게임 받지도 하지도 맙시다 
2,돈슨이 사랑 받고 싶어서 벌인 일  (feat. 넥슨 신작들),빙고판 스킨 뽑기 ㅋㅋㅋ 진짜보기만 해도 토 쏠리네,2023-03-05T06:45:46Z,빙고판 스킨 뽑기 ㅋㅋㅋ 진짜보기만 해도 토 쏠리네
2,돈슨이 사랑 받고 싶어서 벌인 일  (feat. 넥슨 신작들),아직도 넥슨을 믿음?,2023-05-30T12:08:33Z,아직도 넥슨을 믿음 
2,돈슨이 사랑 받고 싶어서 벌인 일  (feat. 넥슨 신작들),아직도 넥슨을 믿음?,2023-05-30T12:08:33Z,아직도 넥슨을 믿음 
2,돈슨이 사랑 받고 싶어서 벌인 일  (feat. 넥슨 신작들),넥슨은 거르는게 답이다. 괜히돈슨이라하는게 아닙니다.  돈만 밣히는 넥슨사장.  사람은 쉽게 변하지않는다. 사전예약서비스?   지나가던 개나줘라..   넥슨게임 받지도 하지도 맙시다.,2023-08-25T08:27:15Z,넥슨은 거르는게 답이다  괜히돈슨이라하는게 아닙니다   돈만 밣히는 넥슨사장   사람은 쉽게 변하지않는다  사전예약서비스    지나가던 개나줘라     넥슨게임 받지도 하지도 맙시다 
2,돈슨이 사랑 받고 싶어서 벌인 일  (feat. 넥슨 신작들),"중세 백병전 게임 찾는 유저들은 대부분 진짜 역사, 군사, 검술 마니아들인데 그런 유저들을 모아야 하는 중세 백병전 게임의 전투를 무지성 클릭질로 단순화시킨다? 이거 망하려고 작정한 짓입니다.",2023-05-17T06:03:14Z,중세 백병전 게임 찾는 유저들은 대부분 진짜 역사  군사  검술 마니아들인데 그런 유저들을 모아야 하는 중세 백병전 게임의 전투를 무지성 클릭질로 단순화시킨다  이거 망하려고 작정한 짓입니다 
2,돈슨이 사랑 받고 싶어서 벌인 일  (feat. 넥슨 신작들),키트 스며들기 전 넥슨은 진짜 국민게임 천지였다고.... 이 넥슨 놈들아... ㅜㅜ 아직도 내가 어렸을 적 최고로 재밌었던 게임들 차례대로 줄 세우면 그 안에 넥슨게임만 몇 개가 들어가는데....,2023-02-13T20:17:00Z,키트 스며들기 전 넥슨은 진짜 국민게임 천지였다고     이 넥슨 놈들아    ㅜㅜ 아직도 내가 어렸을 적 최고로 재밌었던 게임들 차례대로 줄 세우면 그 안에 넥슨게임만 몇 개가 들어가는데    
2,돈슨이 사랑 받고 싶어서 벌인 일  (feat. 넥슨 신작들),"퍼스트 디센던트 안나왔넹. 이거 ㅇㅅㅇ 흔하다면 흔하지만 재밌긴 하던데 말이죠. 
영웅... 해금하는거 과금 ㅈㄹ같을거같지만.",2023-04-14T09:54:38Z,퍼스트 디센던트 안나왔넹  이거 ㅇㅅㅇ 흔하다면 흔하지만 재밌긴 하던데 말이죠   영웅    해금하는거 과금 ㅈㄹ같을거같지만 
2,돈슨이 사랑 받고 싶어서 벌인 일  (feat. 넥슨 신작들),"퍼스트 디센던트 안나왔넹. 이거 ㅇㅅㅇ 흔하다면 흔하지만 재밌긴 하던데 말이죠. 
영웅... 해금하는거 과금 ㅈㄹ같을거같지만.",2023-04-14T09:54:38Z,퍼스트 디센던트 안나왔넹  이거 ㅇㅅㅇ 흔하다면 흔하지만 재밌긴 하던데 말이죠   영웅    해금하는거 과금 ㅈㄹ같을거같지만 
2,"돈슨이 게임을 만드네요? 넥슨게임즈 고퀄 기대작 2종(워헤이븐, 퍼스트 디센던트) | 센터로드TV",걷는게 엄청느리네 ㅋ 컨블보다재밌음좋겠다,2022-10-24T04:00:33Z,걷는게 엄청느리네 ㅋ 컨블보다재밌음좋겠다
2,"대체 넷마블 신작, - 신의탑: 새로운세계 - 에는 무슨 일이 벌어진걸까? 핵과금과 무소과금이 한 마음이 된 근황. 이유 딱 말씀드립니다!","국민성에 문제가 있는건가..
왜 이나라는 이딴게임밖에 안나오지ㅋㅋ",2023-08-19T05:20:07Z,국민성에 문제가 있는건가   왜 이나라는 이딴게임밖에 안나오지ㅋㅋ
2,"대체 넷마블 신작, - 신의탑: 새로운세계 - 에는 무슨 일이 벌어진걸까? 핵과금과 무소과금이 한 마음이 된 근황. 이유 딱 말씀드립니다!",신의탑 ip 사온게 비싸서 그런건가 과금 유도 정신이 나갔네,2023-08-17T23:45:58Z,신의탑 ip 사온게 비싸서 그런건가 과금 유도 정신이 나갔네
2,[만만] 리니지M으로 인생망한 시청자분들의  거짓말같은 사연들#과금하고싶을때보세요,강원랜드 도박보다 무섭다. 그건 한정된 장소에서 하지만 이건 어느때든 돈 꼬라박는게 가능함.,2023-01-10T03:39:41Z,강원랜드 도박보다 무섭다  그건 한정된 장소에서 하지만 이건 어느때든 돈 꼬라박는게 가능함 
 ,[만만] 리니지M으로 인생망한 시청자분들의  거짓말같은 사연들#과금하고싶을때보세요,"제발 이사연들이 가짜이길 빌면서 봤다ㅋㅋ
진짜 제발 주작이여야지 아내 자식있는데 저런거면 진짜 만약에 주작이 아니고 실화면 진짜 답도없다",2023-01-11T13:50:47Z,제발 이사연들이 가짜이길 빌면서 봤다ㅋㅋ 진짜 제발 주작이여야지 아내 자식있는데 저런거면 진짜 만약에 주작이 아니고 실화면 진짜 답도없다
2,"대체 넷마블 신작, - 신의탑: 새로운세계 - 에는 무슨 일이 벌어진걸까? 핵과금과 무소과금이 한 마음이 된 근황. 이유 딱 말씀드립니다!",역시 병쥐니 회사는 어쩔수 없구나 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2023-08-18T11:57:42Z,역시 병쥐니 회사는 어쩔수 없구나 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
 ,"[만만] 리니지M 인생 망한 특집 (대출, 파산, 개인회생)",얼굴이 존잘인가 보다.,2023-10-11T13:31:17Z,얼굴이 존잘인가 보다 
2,"대놓고 보이는 손의 영환불 시세 올리기 [팡이요,  메이플스토리]",영상 인트로에 나오는 거 저딴 짓을 왜 하는 건지;;; 달에 수천만원은 버는 사람이 왜저러는 거야,2021-11-29T06:19:11Z,영상 인트로에 나오는 거 저딴 짓을 왜 하는 건지    달에 수천만원은 버는 사람이 왜저러는 거야
2,당신이 원하는 캐릭터는? #신의탑 #새로운세계 #TOGNW #shorts,ㅅ.ㅂ...자하드를 재뽑한다고? ㅋㅋㅋㅋㅋ,2023-08-03T14:11:45Z,ㅅ ㅂ   자하드를 재뽑한다고  ㅋㅋㅋㅋㅋ
2,단풍이야기가 아니라 바다이야기?! 메이플스토리의 확률 조작 스토리,"미래에서 왔습니다.
250까지 버닝한다고 개돼지들 환호 중 입니다.",2022-06-18T20:26:02Z,미래에서 왔습니다  250까지 버닝한다고 개돼지들 환호 중 입니다 
2,단퐁회에서 거공이 떴습니다 ㅁㅊ;; 리부트 인생이 걸린 역대급 블링크빵!!!! [메이플스토리/명훈],08:30 투샷 어지럽네 ㅋㅋㅋㅋㅋㅋㅋ,2023-06-04T19:34:09Z,08 30 투샷 어지럽네 ㅋㅋㅋㅋㅋㅋㅋ
2,단퐁회에서 거공이 떴습니다 ㅁㅊ;; 리부트 인생이 걸린 역대급 블링크빵!!!! [메이플스토리/명훈],아 진짜 좀 노잼이긴하다 명훈이가 안먹고 팡이가 먹고 22성가다가 터져야 꿀잼인데,2023-06-04T10:09:17Z,아 진짜 좀 노잼이긴하다 명훈이가 안먹고 팡이가 먹고 22성가다가 터져야 꿀잼인데
2,다시 시작된 이상호의 현질 중독..여기서 이게 떠준다고??,뭐여 이 페리카나 대가리 롤판에 있다가 피파와서 망치네,2023-07-30T04:33:34Z,뭐여 이 페리카나 대가리 롤판에 있다가 피파와서 망치네
2,다시 시작된 바람의나라 연서버 공성전!,독점이 안되니까 게임이 계속유지되네요,2023-05-30T14:28:45Z,독점이 안되니까 게임이 계속유지되네요
2,다시 시작된 바람의나라 연서버 공성전!,"오합지졸이다 진짜,,,ㅜ 죄다 지멋대로 스킨이라 캐릭 알아보기도 힘드네..ㅜ 예전 바람어디갓노",2023-05-30T14:26:15Z,오합지졸이다 진짜   ㅜ 죄다 지멋대로 스킨이라 캐릭 알아보기도 힘드네  ㅜ 예전 바람어디갓노
 ,[만만] 리니지 브금 바이올린 연주 실화? 탐방하다 가슴이 웅장해졌던 날,공성에 실패한 패잔병 음악같은데? 가슴이 먹먹해짐 ㅡ..ㅡ  하이네 브금은 굉장하네,2021-10-01T07:55:13Z,공성에 실패한 패잔병 음악같은데  가슴이 먹먹해짐 ㅡ  ㅡ  하이네 브금은 굉장하네
 ,[만만] 리니지 브금 바이올린 연주 실화? 탐방하다 가슴이 웅장해졌던 날,닥쳐 좀 노래좀 듣자,2021-10-23T17:36:24Z,닥쳐 좀 노래좀 듣자
 ,[만만] 리니지 브금 바이올린 연주 실화? 탐방하다 가슴이 웅장해졌던 날,회상에 잠긴 만만님..,2021-11-07T13:05:45Z,회상에 잠긴 만만님  
2,다시 시작된 바람의나라 연서버 공성전!,제가 플레이했던 2011년도 공성전이랑 매우 다르군요..,2023-06-02T15:08:35Z,제가 플레이했던 2011년도 공성전이랑 매우 다르군요  
2,"뉴비를 위한 버닝섭 템세팅 방법 [메이플스토리, 페이지]","얼장, 눈장 수큐로 안되는데요? 뭐죠?",2023-07-25T09:40:56Z,얼장  눈장 수큐로 안되는데요  뭐죠 
2,"뉴비를 위한 버닝섭 템세팅 방법 [메이플스토리, 페이지]",한개도 못알아먹는 뉴비는 웁니다..,2023-07-21T08:30:00Z,한개도 못알아먹는 뉴비는 웁니다  
2,뉴비들을 위한 검은사막 각성닌자 무한콤보.,라밤이 뭔지 뭐부터 어케 쓰라는건지 본인들만 아는 단어로 설명하면 뉴비는 알아들을수가 없소~~ 뭔 공략들마다 죄다 이러니 답답해서 걍 내가 창조해서 사이클 돌릴수밖에,2023-07-21T14:19:52Z,라밤이 뭔지 뭐부터 어케 쓰라는건지 본인들만 아는 단어로 설명하면 뉴비는 알아들을수가 없소   뭔 공략들마다 죄다 이러니 답답해서 걍 내가 창조해서 사이클 돌릴수밖에
2,뉴비들 데리고 벨 레이드 다녀왔다. [검은사막],나만 안뜨는 버그 걸림,2023-07-12T16:32:43Z,나만 안뜨는 버그 걸림
2,"논란의 중국인 티밍, 28킬로 박살 참교육하기 - 배그",왜 따라하몀 정지 당하죠?,2023-10-24T10:01:03Z,왜 따라하몀 정지 당하죠 
0,"[리니지스토리] 데포로쥬와 5명의 수호성 (행운의조우, 달의질리언, 백조의기사이실로테, 그림자기사크리스터, 철의아툰)",안녕하세요 영상 즐겨 보고잇습니다 영상 보니간 해외에서 게임하시는거같던데 혹시 렉없나요? 저도해외에서 게임하는데 버벅거리는게 좀 잇어서요 혹시 해결방안이 잇나해서 여쭤봅니다,2020-05-11T05:12:34Z,안녕하세요 영상 즐겨 보고잇습니다 영상 보니간 해외에서 게임하시는거같던데 혹시 렉없나요  저도해외에서 게임하는데 버벅거리는게 좀 잇어서요 혹시 해결방안이 잇나해서 여쭤봅니다
2,넷마블의 제2의나라는 감성을 흔들까 지갑을 흔들까?,꼴페미의 나라.,2021-09-10T04:43:29Z,꼴페미의 나라 
2,넷마블 피셜 신의 탑 피지컬 TOP 10 💪💪 #신의탑 #새로운세계 #TOGNW,그래서 우렉 언제출시함?,2023-07-28T03:57:43Z,그래서 우렉 언제출시함 
2,넷마블 제2의 나라 과금 모델에 서구 유저들 분노 외 | 게임 헤드라인,"역시 본성은 바꾸기 힘든걸까? 성공한 모델에 암호화폐 및 가챠 묻히기....
ㅋㅋㅋ 특히 외국애들은 게임에 과금 시스템을 극도로 싫어하는데도..
당당히 NFT에 암호화폐에 가챠까지.....와...대단하네..넷마블..ㅋㅋㅋ",2022-06-01T09:25:24Z,역시 본성은 바꾸기 힘든걸까  성공한 모델에 암호화폐 및 가챠 묻히기     ㅋㅋㅋ 특히 외국애들은 게임에 과금 시스템을 극도로 싫어하는데도   당당히 NFT에 암호화폐에 가챠까지     와   대단하네  넷마블  ㅋㅋㅋ
2,넷마블 제2의 나라 과금 모델에 서구 유저들 분노 외 | 게임 헤드라인,전투력 한 90만 정도에서 접은지 한참됐는데. 다시 할 필요가 없겠구만.,2022-06-08T11:45:19Z,전투력 한 90만 정도에서 접은지 한참됐는데  다시 할 필요가 없겠구만 
2,넷마블 제2의 나라 과금 모델에 서구 유저들 분노 외 | 게임 헤드라인,ㅋㅋㅋㅋㅋ 토큰 교환하려면 과급을 해야함 미쳤음 ㅋㅋㅋ,2022-05-31T09:56:30Z,ㅋㅋㅋㅋㅋ 토큰 교환하려면 과급을 해야함 미쳤음 ㅋㅋㅋ
2,넷마블 제2의 나라 과금 모델에 서구 유저들 분노 외 | 게임 헤드라인,ㅋㅋㅋㅋㅋ 토큰 교환하려면 과급을 해야함 미쳤음 ㅋㅋㅋ,2022-05-31T09:56:30Z,ㅋㅋㅋㅋㅋ 토큰 교환하려면 과급을 해야함 미쳤음 ㅋㅋㅋ
2,"넷마블 역대급 신작 PC,모바일 게임 라인업 공개! 칼 갈고 나왔네..",걍 레이븐 왕국 시즌4나 내줘..,2022-11-27T18:11:41Z,걍 레이븐 왕국 시즌4나 내줘  
2,"넷마블 역대급 신작 PC,모바일 게임 라인업 공개! 칼 갈고 나왔네..",모두의 마블 메타월드 이거 하나는 어떨지 궁금하긴 하네,2022-10-26T17:44:09Z,모두의 마블 메타월드 이거 하나는 어떨지 궁금하긴 하네
2,"넷마블 역대급 신작 PC,모바일 게임 라인업 공개! 칼 갈고 나왔네..",언제나오냐구요 ㅋㅋ그래서,2022-07-27T17:14:30Z,언제나오냐구요 ㅋㅋ그래서
2,넷마블 신작모바일게임 이건 혁명이다 한번 제데로 해볼게요 [그랜드크로스:에이지오브타이탄],ㅋㅋ 처음부터 딥빡 상황을 겪으시다니,2023-07-21T10:35:57Z,ㅋㅋ 처음부터 딥빡 상황을 겪으시다니
2,넷마블 NTP 신작 발표 '신의 탑: 새로운 세계',앞으로 ㅈ소는 믿거한다,2022-04-20T10:28:41Z,앞으로 ㅈ소는 믿거한다
2,넥슨이 진짜 미쳤습니다. 데이브 더 다이버 솔직한 리뷰,이걸로 떳떳하게 수금하겠네 좃슨,2023-09-24T03:21:58Z,이걸로 떳떳하게 수금하겠네 좃슨
2,넥슨이 민심 나락간 이유 3가지 피파4,트레이드 좀 고쳐라,2023-06-24T05:37:44Z,트레이드 좀 고쳐라
2,넥슨이 민심 나락간 이유 3가지 피파4,허허 fm 세일하네 전 넘어갑니다 행님덜,2023-06-29T03:03:19Z,허허 fm 세일하네 전 넘어갑니다 행님덜
2,"넥슨의 신작 슈팅 게임 ""베일드 엑스퍼트"" 의 핵심 정보만 모았습니다",좋은정보지만 알수없는오류하면서 겜접속이 안됌여,2023-05-24T15:18:25Z,좋은정보지만 알수없는오류하면서 겜접속이 안됌여
2,넥슨의 린저씨 투배럭 돌리기 [프라시아 전기 리뷰],"프라시아 전기 아예 손도 대지 말길, 진짜 독식막는 다는 핑계로 유저편의성 0로 만들었지만, 실상은 통제는 통제대로 당하고, 온갖 불편은 유저들 몫임. 말이 안전강화에 성공률 40%라 적혀있지만, 강화 질렀다하면 10연속 침식은 보통임. 얘네 메이플 보보보 사태가 괜히 터진게 아님 확률조작 밥먹듯이 하는 넘들임",2023-05-19T08:02:41Z,프라시아 전기 아예 손도 대지 말길  진짜 독식막는 다는 핑계로 유저편의성 0로 만들었지만  실상은 통제는 통제대로 당하고  온갖 불편은 유저들 몫임  말이 안전강화에 성공률 40 라 적혀있지만  강화 질렀다하면 10연속 침식은 보통임  얘네 메이플 보보보 사태가 괜히 터진게 아님 확률조작 밥먹듯이 하는 넘들임
2,넥슨은 세계 최고의 게임 회사이며 워헤이븐은 세계 최고의 게임이다,"진짜 이번 추석 소울런 이 광고를 포함해서 제2전성기를 맞은 이클...
봇이 무려 몇천이야....ㄷㄷ
(?)",2023-10-13T02:02:44Z,진짜 이번 추석 소울런 이 광고를 포함해서 제2전성기를 맞은 이클    봇이 무려 몇천이야    ㄷㄷ    
2,넥슨은 까야하는데.. 갓겜이 나온다고? [프로젝트 HP 리뷰],"게임의 콘텐츠를 무의미 하게 만드는 넥슨식 과금모델은 진짜 그만..  

게임은 중타 이상으로 뽑아놨어도 특유의 운영방식과 과금모델로 중타를 씹하타로 만드는 게임계의 저주받은 손 ..",2021-10-15T01:55:08Z,게임의 콘텐츠를 무의미 하게 만드는 넥슨식 과금모델은 진짜 그만      게임은 중타 이상으로 뽑아놨어도 특유의 운영방식과 과금모델로 중타를 씹하타로 만드는 게임계의 저주받은 손   
2,넥슨은 까야하는데.. 갓겜이 나온다고? [프로젝트 HP 리뷰],넥슨 로고 보는 순간 후퇴,2021-10-02T20:54:57Z,넥슨 로고 보는 순간 후퇴
2,"넥슨으로 넘어간 피파 온라인3, 4는 왜 욕을 먹을까?",4번째 이유가 제일 타당하네요. 저도 항상 이 문제가 개선되어야 된다고 생각하거든요.,2023-10-21T01:55:22Z,4번째 이유가 제일 타당하네요  저도 항상 이 문제가 개선되어야 된다고 생각하거든요 
2,넥슨에서 칼을 갈고 나온 FPS 게임 [VX 초보자가이드],Fps 게임은 처음 해보지만 푸린님 공략영상보고 열심히해서 평타는 치도록 되어보겠습니다 +_+,2023-06-11T13:28:50Z,Fps 게임은 처음 해보지만 푸린님 공략영상보고 열심히해서 평타는 치도록 되어보겠습니다    
2,넥슨에서 칼을 갈고 나온 FPS 게임 [VX 초보자가이드],"겜은 ㄹㅇ 잘만들고 총쏘는맛은 참 좋은데 넥슨이 문제인건지 운영이 문제인건지..
핵도 많고. 핫할때 동접2000명....ㅋㅋㅋ",2023-06-06T09:52:02Z,겜은 ㄹㅇ 잘만들고 총쏘는맛은 참 좋은데 넥슨이 문제인건지 운영이 문제인건지   핵도 많고  핫할때 동접2000명    ㅋㅋㅋ
2,넥슨에서 나름 각잡고 만든다는 신작게임,어째 점점 나아지는게 아니라 점점 퇴화하는 게임...,2023-10-02T10:20:12Z,어째 점점 나아지는게 아니라 점점 퇴화하는 게임   
2,넥슨에서 나름 각잡고 만든다는 신작게임,재미는....없어보임;,2023-09-30T12:32:41Z,재미는    없어보임 
2,"넥슨에서 20억짜리 슈퍼컴퓨터 선물받았습니다 ^^ [팡이요,  메이플스토리]",??? : 소통은 사람이랑만 하는거지 개돼지랑은 흠흠,2021-05-21T16:15:37Z,      소통은 사람이랑만 하는거지 개돼지랑은 흠흠
2,넥슨에 가서 거래하고 왔습니다 !! :: 메이플스토리 월드,밍모가 넥슨대표같네 ㅋ,2023-04-28T05:38:04Z,밍모가 넥슨대표같네 ㅋ
2,"넥슨 피파 모바일, 이 점은 꼭 개선해야 합니다.",지금도 해결이 안되는 사실..😮,2023-07-11T09:10:12Z,지금도 해결이 안되는 사실   
2,넥슨 인트로 [피파 온라인4],진짜 애미 뒤지게 소리큼,2023-07-02T11:57:55Z,진짜 애미 뒤지게 소리큼
2,[리니지M] 전설제일검!! 현금 3000만원 레전드 찍었다!!!!ㄷㄷ,11전설이면 집행검도 날리나요?ㄷㄷ,2023-05-09T02:59:25Z,11전설이면 집행검도 날리나요 ㄷㄷ
2,넥슨 신작 워헤이븐 디테일한 기본 공격들,과연 중세풍 겜 에는 어떤식으로 과금유도 할지 궁금 하네요 ㅎ,2023-08-12T14:59:19Z,과연 중세풍 겜 에는 어떤식으로 과금유도 할지 궁금 하네요 ㅎ
