labels,name,theme,동영상 제목,댓글,댓글 작성일,PRO
2,메이플,BM,메이플 시작 일주일만에 70만원 현질 했습니다ㅜㅜ 80억 메소 아이템 쇼핑!! [메이플스토리],메이플에서 70만원이면 푼돈이죠...,2019-12-11T07:51:10Z,메이플에서 70만원이면 푼돈이죠   
2,메이플,사운드,메이플스토리 BGM - 대만 야시장 (세계여행),메이플에서 야시장 누볐던 추억때문에 실제 대만가서 야시장 가봤는데 ㅈㄴ 별거 없더라 ㅋㅋㅋ 군것질거리도 별로 맛없음 한국이훨남,2022-10-31T17:17:17Z,메이플에서 야시장 누볐던 추억때문에 실제 대만가서 야시장 가봤는데 ㅈㄴ 별거 없더라 ㅋㅋㅋ 군것질거리도 별로 맛없음 한국이훨남
2,메이플,운영,[메이플스토리 맑음] 밸런스패치 (4월) 상/하향된 7가지 이상 직업 인게임 리뷰 (모험가 도적 / 모든 전사 직업 / 배틀메이지 / 메카닉 등),메플은 논란 터져야 패치를하는 .. 진짜 ㅋ,2023-04-15T02:28:26Z,메플은 논란 터져야 패치를하는    진짜 ㅋ
2,리니지,BM,"[리니지2m] 게임 전 반드시 알아야  할 종족,직업 34가지 총 정리 (무과금 직업추천까지)",몇달을 기다린 겜이다.초반 현질 100만원하고 겜 시작할려고했다.하지만 .단 10분만에 겜을 삭제했다진짜 게임 쓰레기같이 만들었다 진심 최악이다,2019-11-27T01:21:17Z,몇달을 기다린 겜이다  초반 현질 100만원하고 겜 시작할려고했다  하지만  단 10분만에 겜을 삭제했다 진짜 게임 쓰레기같이 만들었다 진심 최악이다
2,리니지,BM,"""현금 수십억"" 들어간다는 리니지 과연 얼마 써야 할까? [태산군주]",몇천 써서 복귀해봤자 썰자 때문에 도저히 겜을 할수가 없음썰자 피할려면 적자 사냥터만 돌아야됨신규는 들어와도 금방 나갈수 밖에 없음,2023-07-05T18:00:06Z,몇천 써서 복귀해봤자 썰자 때문에 도저히 겜을 할수가 없음 썰자 피할려면 적자 사냥터만 돌아야됨 신규는 들어와도 금방 나갈수 밖에 없음
2,로스트아크,게임성,[로스트 아크 스토리] 5화 베른 남부 대전투와 로웬의 늑대들🐺 (Lost Ark),모든 수직 컨텐츠는 즐겼지만 슈샤 베른 애니츠는 스토리를 한번도 본 적이 없는데 형껄로 봐야겠다 고마워,2022-08-12T11:03:11Z,모든 수직 컨텐츠는 즐겼지만 슈샤 베른 애니츠는 스토리를 한번도 본 적이 없는데 형껄로 봐야겠다 고마워
2,검은사막,조작,검은사막 매구 출시 변경점│데미지&이동기 상향,메구 여우도 소환수 데미지 판정인가요??아 그리고 옛날에 건의사항에 올리신 엘비아사냥터에서 정령무기 버프가 소환수공격에 적용안되는 부분은 해결됬을까요,2023-01-18T18:55:58Z,메구 여우도 소환수 데미지 판정인가요   아 그리고 옛날에 건의사항에 올리신 엘비아사냥터에서 정령무기 버프가 소환수공격에 적용안되는 부분은 해결됬을까요
2,배틀그라운드,그래픽,배그 의상 저장 시스템 나온다? 커스터마이즈 프리셋 기능 유출! [배틀그라운드 루오피스],모배에 있더니 왜 없나 하니까 나오네,2020-11-24T16:47:43Z,모배에 있더니 왜 없나 하니까 나오네
2,메이플,BM,메이플스토리 옵션 확률 조작 사태에 대해,메이플 안하길 잘했다,2023-11-04T11:27:43Z,메이플 안하길 잘했다
2,메이플,게임성,메이플이 드디어 미쳤습니다 ㄷㄷ (합성 아님),몬스터에 왜 재원이형이 없어?,2022-09-06T06:51:26Z,몬스터에 왜 재원이형이 없어 
2,검은사막,무소속,뉴비인데 무자본으로 할 수 있나요?? [검은사막],"몸불편한거 아님 게임에 돈쓰지말고 여행하는게 훨씬 좋음. 그래봐야 시각 청각만 느끼고, 4k 240hz가 한계라 현실감 없음.",2023-08-06T00:04:16Z,몸불편한거 아님 게임에 돈쓰지말고 여행하는게 훨씬 좋음  그래봐야 시각 청각만 느끼고  4k 240hz가 한계라 현실감 없음 
2,로스트아크,BM,로아 무과금 1630 도전 성공! -完-,무과금 1630 그저 존경스럽습니다. 무자본 육성기 얼마나 걸렸습니다.,2023-06-09T23:10:03Z,무과금 1630 그저 존경스럽습니다  무자본 육성기 얼마나 걸렸습니다 
2,제2의나라,BM,[제2의나라]처음엔 오ㅋㅋ했지만 이벤트와 푸쉬 없이는 성장할 수없는 게임구조 2주차 무과금 플레이 후기,"무과금 22만이면, 노력안하신건데",2021-06-25T07:35:39Z,무과금 22만이면  노력안하신건데
2,제2의나라,BM,[제2의 나라] 하늘섬 챔피언이 알려주는 PVP 장비 세팅법 (핵과금러 입장  및 소과금러 & 무과금러 입장),무과금러 입잠은 그냥빼시지ㅋㅋㅋ 뭔노답인가요ㅋㅋ,2021-07-01T14:17:19Z,무과금러 입잠은 그냥빼시지ㅋㅋㅋ 뭔노답인가요ㅋㅋ
2,리니지,BM,[리니지W] 무과금 유저가 하기 좋은 리니지W 직업은?? | 무과금 게임협회 | 문화상품권 5만원권 이벤트,무과금으로 게임 쉽게 하는법 알려주셔서 감사합니다!,2022-11-19T17:13:53Z,무과금으로 게임 쉽게 하는법 알려주셔서 감사합니다 
2,검은사막,BM,검은사막 PC  뉴비가  무과금 으로  성장하는 과정,무과금으로 이만큼 빠른성장을 하다니 난 낚싯대 잡고 뭐하고있는것인가..,2021-11-01T23:09:50Z,무과금으로 이만큼 빠른성장을 하다니  난 낚싯대 잡고 뭐하고있는것인가  
2,신의탑,BM,신의탑 새로운세계 신규캐릭터 유출 우렉마지노 하진성 호아퀸 하유리 쿤란 등 15종 속성까지?! [TOWER OF GOD NEW WORLD],무과금으로 현재 14층 진득하게 즐기기 좋음,2023-08-22T13:31:53Z,무과금으로 현재 14층 진득하게 즐기기 좋음
2,신의탑,BM,"[신규패치] 1티어? 0티어가 될 수밖에 없는 『우렉마지노』 (feat. 유한성, 뮬 러브, 호량, 자왕난) │ 신의탑M: 위대한 여정",무과금은 우렉쓰기 어렵죠... 최소 3초월은 되야 탱이될듯요 러브가 최고긴해요 ㅋㅋ 둘이 스킬바뀐마냥... 러브 딜탱다되서,2022-04-28T14:35:04Z,무과금은 우렉쓰기 어렵죠    최소 3초월은 되야 탱이될듯요 러브가 최고긴해요 ㅋㅋ 둘이 스킬바뀐마냥    러브 딜탱다되서
2,제2의나라,BM,[ 제2의나라 ] 무소과금도 이건 질러야죠! 0.5주년 대축제 기념 현질 추천템! 린느,무과금이 괜히 무과금이 겠어요 엄마한테쳐맞아요,2021-12-19T13:18:59Z,무과금이 괜히 무과금이 겠어요 엄마한테 쳐맞아요
2,검은사막,BM,검은사막 무과금으로 공방합 723까지 성장하는 과정,무과금이 뭐 자랑이라고 벨류도안사는건 좀 역하다,2023-10-17T19:40:08Z,무과금이 뭐 자랑이라고 벨류도안사는건 좀 역하다
2,리니지,BM,리니지2m 무과금 직업추천 TOP4 / 선택에 후회가 없으시길!,무과금이면 게임지워야지 추천을 왜해요.. 한 5억 박을거면 해야되요.,2019-11-27T07:50:44Z,무과금이면 게임지워야지 추천을 왜해요   한 5억 박을거면 해야되요 
2,신의탑,BM,"【신의 탑 무소과금 추천덱】 3일차,  최저스펙으로 8챕터 도착했습니다 + 어린 쿤의 사기성 | 신의 탑 새로운 세계 3편",무과금인데 6-36에서 막힘😢,2023-07-29T01:10:39Z,무과금인데 6 36에서 막힘 
2,제2의나라,BM,지브리 감성으로 꼬시고 운영이 개판이네? [제2의나라] 리뷰 후기,무과금인데 잘만 하고 있습니다 110만 투력 배경 이마젠 장비 다수 리니지랑 확률표보면 비교불가 돈아깝다고 만든 방송으로 보이는군요,2021-10-26T19:03:33Z,무과금인데 잘만 하고 있습니다 110만 투력 배경 이마젠 장비 다수 리니지랑 확률표보면 비교불가 돈아깝다고 만든 방송으로 보이는군요
2,리니지,BM,[리니지m] TJ쿠폰 인형 집계기간은 점검 전까지&코인 상자 삭제 주의하세요!(9월26일 업데이트 전에 꼭 확인하세요),무과금인데요 성물 50 만 만들었는데 20 만써서 실패 만들까요. 아님70만 해서 돌릴까요?,2023-09-26T02:24:51Z,무과금인데요 성물 50 만 만들었는데 20 만써서 실패 만들까요  아님70만 해서 돌릴까요 
2,로스트아크,BM,[로스트아크] Lv1~50까지 성장 가이드 2021년 최신판!,무과금입니다  아바타는 삽니다  그래서 한달된 눠비인데1050 입니다,2021-06-16T20:28:46Z,무과금입니다  아바타는 삽니다  그래서 한달된 눠비인데1050 입니다
2,메이플,그래픽,메이플 언리얼 루디브리엄: 4k 고화질 배경 영상,메이플2가 이런식으로 나와야헸는데.. ㅜ,2023-01-19T13:18:53Z,메이플2가 이런식으로 나와야헸는데   
2,메이플,그래픽,[메이플]팬텀 스킬 커스터마이징 / Maple Story Phantom Skill customizing Video[KMS],메이플에서 채용안하고 뭐하노?,2022-07-02T15:51:07Z,메이플에서 채용안하고 뭐하노 
2,로스트아크,그래픽,고인물 잔소리 나오게 하는 요즘 뉴비들 근황 [로스트아크],무서워서 반탄 비하만하면서 번돈으로 배럭늘리고 발탄 비하 아르고스만13캐릭하는데 골드떡락시켜서게임접음ㅠ ㅠ..난발탄이재밌었고쿠크는무서웠다구...흥,2023-05-18T16:48:38Z,무서워서 반탄 비하만하면서 번돈으로 배럭늘리고 발탄 비하 아르고스만13캐릭하는데 골드떡락시켜서 게임접음   난발탄이재밌었고 쿠크는무서웠다구   흥
2,신의탑,BM,신의탑 새로운세계 무소과금 16층도착! 9돌하츠로? ㄷㄷ 계정성장방향 영웅조합 상점 호감도 모든팁 다알려드려요 [TOWER OF GOD NEW WORLD],무소과금 돌파못함. 그게팁,2023-08-11T04:43:27Z,무소과금 돌파못함  그게팁
2,리니지,BM,리니지M 인사이드 방송 5분 핵심 정리! 리니지 망하겠는데?ㄷㄷ (암기 리부트/마스터 통합) 天堂M LineageM,무소과금돈은 필요없지 핵과금 혼자 수십억씩 쓰는데,2023-11-09T05:08:19Z,무소과금돈은 필요없지 핵과금 혼자 수십억씩 쓰는데
2,신의탑,BM,신의탑 새로운세계 연이화 무소과금은 뽑아야 할까?! 총정리 이거 보고 뽑기하세요 [TOWER OF GOD NEW WORLD],무소과금은 황덱은 다 키워야지,2023-08-29T04:31:19Z,무소과금은 황덱은 다 키워야지
2,제2의나라,게임성,넷마블 제2의나라 소드맨 리뷰,무소과금한텐 소드맨이 무리인가요?,2021-06-18T15:36:23Z,무소과금한텐 소드맨이 무리인가요 
2,로스트아크,BM,[로스트아크] 2023 LOA ON SUMMER - 소울이터 공식 트레일러 / LOST ARK CLASS - Soul Eater,물론 현질 해야 하능 겜이긋죠? 소과금 게임은 읍나,2023-07-13T07:31:35Z,물론 현질 해야 하능 겜이긋죠   소과금 게임은 읍나
2,리니지,게임성,리니지 켈로스서버 기르타스 레이드 #1 [헤라온라인],뭐냐 그냥 30분내내 치면끝이냐?? 이게뭐라고 하는건지 이해가 안간다   와우처럼 손맛도 없는데 돈 ㅈㄹ게임이네,2016-03-11T09:27:31Z,뭐냐 그냥 30분내내 치면끝이냐   이게뭐라고 하는건지 이해가 안간다   와우처럼 손맛도 없는데 돈 ㅈㄹ게임이네
2,리니지,그래픽,[리니지] 지배의 탑 보스 몬스터 공개,뭐냐 저그래픽은? 쥬니버 플래시게임만도 못하네. 이걸 누가 돈주고 쳐하겠냐?,2017-11-28T09:09:14Z,뭐냐 저그래픽은  쥬니버 플래시게임만도 못하네  이걸 누가 돈주고 쳐하겠냐 
2,제2의나라,조작,[제2의나라]💯제2TV쇼 3회 체크리스트 12가지 핵심만짧게보기 /  니노쿠니 二之國 Ni no Kuni CROSS WORLDS,뭐든 빨리해야할거같네요 자동사냥에 일퀘도 루즈하고 더이상 전투력증가도 힘들고 목표가 없어진거같네요,2021-08-03T16:10:30Z,뭐든 빨리해야할거같네요 자동사냥에 일퀘도 루즈하고 더이상 전투력증가도 힘들고 목표가 없어진거같네요
2,메이플,운영,"메이플 0.01% 운빨로 역대급 주간보스 수입 찍어버렸습니다...!!!  [메이플스토리, 호영 육성기, 리부트 육성27화]",몇달 안되신것같은데 리부트고인물이시네여! 그나저나 칠흑많이먹는건 엄청부러워여ㅠㅠ,2023-10-16T16:19:02Z,몇달 안되신것같은데 리부트고인물이시네여  그나저나 칠흑많이먹는건 엄청부러워여
2,검은사막,운영,"[검은사막BDO, Black Desert Online] - 쉬워진 지식 생태작! 지금이 기회입니다.",몇일전에 피방가서 피방펫+파이+야만1시간+이벤트음식+안경+축복그리고 크론 이렇게 먹고 써서 돌멘게 생태작 했는데발레노스부터 카마실비아 돌멘게까지 6시간만에 S작 끝냄,2023-02-04T07:42:44Z,몇일전에 피방가서 피방펫 파이 야만1시간 이벤트음식 안경 축복 그리고 크론 이렇게 먹고  써서 돌멘게 생태작 했는데 발레노스부터 카마실비아  돌멘게까지 6시간만에 S작 끝냄
2,검은사막,운영,검은사막M 역대급이라 한점 죄송합니다 도제 밸런스패치 최종리뷰,뭔가 딱히 막아주는 느낌도 없고 데미지도 부족한 느낌이네요,2023-04-04T15:26:19Z,뭔가 딱히 막아주는 느낌도 없고 데미지도 부족한 느낌이네요
2,리니지,BM,[리니지M] 농사 클래스로 근거리 원거리 중에 어떤게 더 좋을까요?,뭔가 무소과금 유저 눈높이에 맞는 영상들 너무좋아요 ㅎㅎ 구독하고가요,2022-09-27T02:26:30Z,뭔가 무소과금 유저 눈높이에 맞는 영상들 너무좋아요 ㅎㅎ 구독하고가요
2,메이플,운영,"[메이플] 넓은 맵에서도 제자리 사냥이 가능한 직업TOP7! (한손사냥,뇌빼기사냥, 딸깍사냥 주의)",미국은 90% 유저가 다 리부트 인데도 유저가 없어서 사냥터 문제 있던적이 없음 ㅋ,2023-11-05T04:08:07Z,미국은 90  유저가 다 리부트 인데도 유저가 없어서 사냥터 문제 있던적이 없음 ㅋ
2,메이플,게임성,메이플스토리 원활한 플레이를 위한 컴퓨터 최저 권장 사양은?,미래에서 왔습니다. 라이젠 4000번대 노트북 내장으로 우르스 렉없이 돌아갑니다. 이상.,2021-06-01T10:26:26Z,미래에서 왔습니다  라이젠 4000번대 노트북 내장으로 우르스 렉없이 돌아갑니다  이상 
2,메이플,조작,메이플스토리 140까지의 사냥터루트 및 꿀팁 노하우 공유합니다 / 유니온 8000인데 새로운서버에서 또 키웁니다 / 처음하시는분들 참고하세요!,목소리 억텐 킹받네 ;;,2021-09-23T12:44:46Z,목소리 억텐 킹받네   
2,검은사막,BM,[검은사막M] 현금 200만원! 신규 뽑기 진귀한상자! 과연 얼마나 좋을가?,미칫 짓이다  그돈으로 저짓거리하는거정상인가 ?그 돈으로부모님 용돈드리면 효자소리들을긴데  또라이새끼~~,2018-03-21T07:26:17Z,미칫 짓이다  그돈으로 저짓거리하는거정상인가  그 돈으로부모님 용돈드리면 효자소리들을긴데  또라이새끼  
2,메이플,게임성,'UI 다 끄고' 보스레이드!! 자체 카오스모드 도전해봤습니다ㅋㅋ [메이플스토리/명훈],ㅂ투명뎀스에 ui까지없으니까 진짜너무멋잇다.. 컨도미쳣고...,2020-09-27T16:51:38Z,ㅂ투명뎀스에 ui까지없으니까 진짜너무멋잇다   컨도미쳣고   
2,로스트아크,게임성,[로스트 아크 스토리] 5화 베른 남부 대전투와 로웬의 늑대들🐺 (Lost Ark),05:34:31 바람이 스쳐가면 가끔은 기억해주오돌아올 수 없는 강 너머로 향한 늑대들을그대만은 떠올려주오우리가 여기에 있었다는 것을ㅠㅠ,2022-08-08T12:32:38Z,바람이 스쳐가면 가끔은 기억해주오 돌아올 수 없는 강 너머로 향한 늑대들을 그대만은 떠올려주오 우리가 여기에 있었다는 것을  
2,메이플,게임성,[메이플]만렙 키네시스가 알려주는 키네시스 뻔한 팁 19가지~ [심겜],목소리가 너무 씹게이라 못듣겠어..,2023-07-30T17:06:58Z,목소리가 너무 씹게이라 못듣겠어  
2,리니지,게임성,리니지 BJ혁이 상위1% 법사 전섭최초 발라카스 용 레이드 성공 !!!!!!!!,발라숨결나온서버는 뭐에요 리니지를 안해서~~~?,2016-11-21T13:09:28Z,발라숨결나온서버는 뭐에요 리니지를 안해서    
2,신의탑,무소속,신의탑 3부 138화 베스트댓글 리뷰ㅣ10가주에게 반말하는 쿤,밤은 이제 검은삼월 없어도 될 것 같음 ㅋㅋㅋ,2023-03-24T09:11:48Z,밤은 이제 검은삼월 없어도 될 것 같음 ㅋㅋㅋ
2,신의탑,무소속,[신의탑]  최근에 올린 두 영상에 대한 해명글을 올립니다,밤이 탑에 들어와서 헤돈 만난게정말 1층이에요?웹툰 어디서도 1층이란 말은 없어서요,2019-11-22T03:04:01Z,밤이 탑에 들어와서 헤돈 만난게 정말 1층이에요  웹툰 어디서도 1층이란 말은 없어서요
2,제2의나라,운영,[뚜껑TV]제2의나라 크로스 필드 잠수 패치!! 몰이 사냥 불가능!! 이건 너무한거 아닌가요??,몰이 사냥이 잘못된거임 좁아 터지는 사냥터에서,2021-10-30T23:25:22Z,몰이 사냥이 잘못된거임 좁아 터지는 사냥터에서
2,로스트아크,운영,[로스트아크] 로아 스마게가 당장 1순위로 패치해야 하는 것,몹 젠 무적이라는 희대의 개 붕신같은시스템 심지어 젠중에 스킬쓰면 벽에 박힌듯 길막쥰내당함 컄ㅋ 아브 문양구슬 젠때도 그렇고 문양 생길때도 허공에 막히는 ㅋㅋ,2023-06-02T14:50:34Z,몹 젠 무적이라는 희대의 개 붕신같은시스템 심지어 젠중에 스킬쓰면 벽에 박힌듯 길막쥰내당함 컄ㅋ 아브 문양구슬 젠때도 그렇고 문양 생길때도 허공에 막히는 ㅋㅋ
2,배틀그라운드,운영,[솔직후기] 무조건 G코인 들어있는 배그 컵반 몽땅 먹어봤습니다 (feat. 🍚배그 컵반 100개 쏘는 이벤트)  | 배틀그라운드,배 그하다 밥 시간을 놓쳤다.그 래도 상관없다.컵 반이 있기때문에반 갑게도 G코인도 들어있네.,2022-09-17T10:18:27Z,배 그하다 밥 시간을 놓쳤다  그 래도 상관없다  컵 반이 있기때문에 반 갑게도 G코인도 들어있네 
2,배틀그라운드,운영,성장형 무기 판매 끝나자마자 또 너프 시켜버린 배틀그라운드,배그 접은지 어언 4년이 넘어가는데 ㅋㅋ 뭐 전리품 상자 뽑기? 뭐 성장형?ㅋㅋㅋㅋㅋㅋ 이제 망겜이라 몇없는 유저 돈 영끌해서 가져가는구나 싶네요 역시 한국겜...,2023-11-05T18:18:15Z,배그 접은지 어언 4년이 넘어가는데 ㅋㅋ 뭐 전리품 상자 뽑기  뭐 성장형 ㅋㅋㅋㅋㅋㅋ 이제 망겜이라 몇없는 유저 돈 영끌해서 가져가는구나 싶네요 역시 한국겜   
2,배틀그라운드,BM,배그유저가 100%확률로 빡치는일 [배틀그라운드],배그가 은근 정신건강에 안좋은 게임은 맞음. 근데 할만한 게임이 배그밖에 없을 뿐이지. 배그 안티도 많음,2020-05-20T09:14:13Z,배그가 은근 정신건강에 안좋은 게임은 맞음  근데 할만한 게임이 배그밖에 없을 뿐이지  배그 안티도 많음
2,배틀그라운드,게임성,배그 세계관 최강 북극곰이 나왔습니다,배그는 망했어 할게임이 없어서 하는거지 ㅋㅋㅋㅋ,2023-02-16T02:14:36Z,배그는 망했어 할게임이 없어서 하는거지 ㅋㅋㅋㅋ
2,배틀그라운드,BM,배그 확률 0.5% 스킨 상자깡 컬러 연막탄 | 배틀그라운드 PUBG,배그는 뽑기 천장 시스템도 없다고 들었는데그런데도 0.5%면 개창렬 아인고..,2022-12-10T12:53:18Z,배그는 뽑기 천장 시스템도 없다고 들었는데 그런데도 0 5 면 개창렬 아인고  
2,배틀그라운드,운영,"[24.1 패치노트 미리보기] 전술 장비 리뉴얼, 수리 키트 통합, 비켄디 업데이트 | 배틀그라운드 | 배그",배그는 원래 대기업 아님.. 중소기업이였고 그릇은 간장종지였는데.. 갑자기 대박 터져 잘 됬는데.. 배그에나 신경 쓰지 다른 겜까지 하니 배그가 망하지.. ㅋㅋ,2023-06-15T15:33:20Z,배그는 원래 대기업 아님   중소기업이였고 그릇은 간장종지였는데   갑자기 대박 터져 잘 됬는데   배그에나 신경 쓰지 다른 겜까지 하니 배그가 망하지   ㅋㅋ
2,배틀그라운드,그래픽,바니걸 스킨 등장.. 감사합니다 배틀그라운드,"배그도 중복 구매 없앴으면 좋겠다..ㅡ..ㅡ,;;",2021-09-30T11:25:34Z,배그도 중복 구매 없앴으면 좋겠다  ㅡ  ㅡ   
2,배틀그라운드,조작,뜨뜨무빙을 이을 신무빙 최초 공개합니다(+초보자 꿀팁 공개) [태민98 배틀그라운드],뜨뜨무빙은 이제 안되던데,2023-02-10T12:08:24Z,무빙은 이제 안되던데
2,리니지,그래픽,그래픽만 리니지인 줄 알았는데 렙업 속도도 리니지,배돈너무실망이큼 누갓겜 저럴거면 자기가하고싶은것만하는게 낫지않음??? 힘든겜걸리면 바로 런각잡고 튀는데...... 한두번이여야 재미로보지 ㅋㅋㅋㅋ 배돈 초심찾아라,2022-04-06T01:02:09Z,배돈너무실망이큼 누갓겜 저럴거면 자기가하고싶은것만하는게 낫지않음    힘든겜걸리면 바로 런각잡고 튀는데       한두번이여야 재미로보지 ㅋㅋㅋㅋ 배돈 초심찾아라
2,로스트아크,BM,[로스트아크] 배럭 추천 직업과 레벨은!? (타임라인 있음),배럭은 진짜 편의성이 중요물론 본캐가 쌉노잼 캐릭이라면 재미있느 배럭도 오케이,2023-04-29T12:14:37Z,배럭은 진짜 편의성이 중요 물론 본캐가 쌉노잼 캐릭이라면 재미있느 배럭도 오케이
2,리니지,BM,무신경 할배운영 리니지...모르고 복귀하면? 박선생TV [리니지 리마스터],백날이야기해바야 과금러들이 해주니 엔씨가 더 이모양이꼴이되버림 상위5프로를 위한게임이니까요^^,2023-06-26T18:58:14Z,백날이야기해바야 과금러들이 해주니 엔씨가 더 이모양이꼴이되버림 상위5프로를 위한게임이니까요  
2,메이플,BM,무과금해방유저가 떠먹여주는 메이플 뉴비 가이드,버닝없이 해주실줄 알았는데 쩝,2023-07-17T05:26:19Z,버닝없이 해주실줄 알았는데 쩝
2,로스트아크,무소속,[로스트아크] 6배나 비싼 보석을 왜 끼냐구요?,버스비 보석 구매로 내는데 산 보석이 마리린이라 괜히 돈쓰고 기분좋았음… 기사님 쎈쓰…,2022-11-26T14:09:18Z,버스비 보석 구매로 내는데 산 보석이 마리린이라 괜히 돈쓰고 기분좋았음  기사님 쎈쓰 
2,제2의나라,운영,밸런스 패치로 인한 필드보스 직업별 포지셔 및 보스 시스템 어떻게 할건가? 빠르게 공유 해줘야 합니다.  [테일이의 제2의나라],버프스킬 차라리 없었으면..,2021-08-15T07:25:53Z,버프스킬 차라리 없었으면  
2,로스트아크,무소속,[로아] 저도 -40만골 녹았네요.. 현재 유저들이 강화를 멈춘이유!! (이정도면 멈출만 했네),뭔가 기계소리가 조금 나는데 기분탓이겠죠?,2022-09-27T07:03:13Z,뭔가 기계소리가 조금 나는데 기분탓이겠죠 
2,검은사막,그래픽,(검은사막M) 🔴캐릭터 티어 총정리 TOP15  💠심각한 밸런스 붕괴] Ver2023-11-11,별고님 티어 정리 오매불망 기다렸습니다 고생 하셨습니다 😊😊😊,2023-11-11T02:10:58Z,별고님 티어 정리 오매불망 기다렸습니다  고생 하셨습니다    
2,신의탑,무소속,신의 탑 성우들이 해보는 넷마블 신의 탑,별로 관심 없었는데 영상보니 흥미가 생기네요 출시하면 찍먹 해보겠습니다 😊,2023-06-17T11:21:11Z,별로 관심 없었는데 영상보니 흥미가 생기네요 출시하면 찍먹 해보겠습니다  
2,신의탑,운영,먹방 아님. 이건 광고 방송임 [신의 탑: 새로운 세계],별로 기대안한게임이였는데 진짜 딱 그정도였네,2023-07-24T22:41:45Z,별로 기대안한게임이였는데 진짜 딱 그정도였네
2,로스트아크,무소속,중국 의식해 삼족오까지?…게임 '로스트아크' 논란에 사과 / SBS / 1분핫뉴스,병신들인가? ㅋㅋㅋㅋㅋ 역사가 무슨 밥먹여주냐? ㅋㅋㅋㅋㅋ,2023-07-08T11:22:27Z,병신들인가  ㅋㅋㅋㅋㅋ 역사가 무슨 밥먹여주냐  ㅋㅋㅋㅋㅋ
2,리니지,BM,[리니지m] 야구장 이벤트가 너무 꿀이었어요. 덕분에 어쩌면 처음으로 영웅성물 도전이 가능할지도?? (10월24일 업뎃전 확인하세요!),보니 엔씨가 130만에  ㅋㅋ 유튜브 전부 싸게  횽보할라고 별지랄을 다하네 ㅋㅋ 피고름 빨린사람들 뼈가지녹이고 뇌까지 녹일세끼들ㅋㅋ 안산다 엔씨야 과금ㅋㅋ,2023-10-24T10:40:03Z,보니 엔씨가 130만에  ㅋㅋ 유튜브 전부 싸게  횽보할라고 별지랄을 다하네 ㅋㅋ 피고름 빨린사람들 뼈가지녹이고 뇌까지 녹일세끼들ㅋㅋ 안산다 엔씨야 과금ㅋㅋ
2,리니지,BM,리니지M: 비정상 결제/환불을 하지도 않았는데 계정 영구정지 라고요?,보상문의하면 자기네들이 잘못한게없다는 말합니당 보상 그런거 안해준데용ㅎㅎ,2021-04-19T20:55:50Z,보상문의하면 자기네들이 잘못한게없다는 말합니당 보상 그런거 안해준데용ㅎㅎ
2,로스트아크,운영,로아 시작 1주일만에 해킹당했습니다 ㅠㅠ (실화),보안설정 다 하고 당했습니다. 오히려 지정피씨는 하면 안된다고 하더라구여 어쨋든 otp다 해도 복구는 안해줌,2022-06-09T00:22:59Z,보안설정 다 하고 당했습니다  오히려 지정피씨는 하면 안된다고 하더라구여 어쨋든 otp다 해도 복구는 안해줌
2,신의탑,무소속,[신의탑]꿀팁!1탄!!!미리알아두면좋은TIP!한번은꼭!보세요!#꿀팁 #리세마라,미친놈들인가 ㅋㅋㅋ,2023-07-24T06:27:16Z,미친놈들인가 ㅋㅋㅋ
2,제2의나라,BM,[제2의나라] 전섭 최강 무과금 캐릭터를 공개합니다 -무과금 성장팁과 노하우까지,보통 무과금은 저래요.  오히려20만대는 낮은편.,2021-06-20T22:31:10Z,보통 무과금은 저래요   오히려20만대는 낮은편 
2,신의탑,운영,신의탑새로운세계 100일기념 총공략 가이드 쿠폰 티어 리세마라 전용장비 등[TOWER OF GOD NEW WORLD],복귀 망설이고 잇엇는데 영상 보니 다시 할 마음이 생기네요 감사합니다,2023-10-26T17:39:55Z,복귀 망설이고 잇엇는데 영상 보니 다시 할 마음이 생기네요 감사합니다
2,메이플,BM,메이플 운영진이 3년 동안 이어온 신경전 - 🔥 대리작과 환불사태  🔥,미친새끼들인거임 자본주의에서 컨텐츠속도를 자기네에 맞추라는건 애초에 말이안되지 ㅋㅋㅋ 그럼 게임템도 공산주의처럼 전부 똑같이 나눠주고 똑같이 하게해야지,2021-04-03T14:08:09Z,미친새끼들인거임 자본주의에서 컨텐츠속도를 자기네에 맞추라는건 애초에 말이안되지 ㅋㅋㅋ 그럼 게임템도 공산주의처럼 전부 똑같이 나눠주고 똑같이 하게해야지
2,메이플,운영,"🤔메이플 리부트 논란 이후, 어떻게 되었을까? [메이플 리부트, E스포츠, 핵고소, 게임법]",본섭 개선되는건 하나도 없는데 리부트 너프한다고 샴페인 터뜨리는거 보고 뇌정지 왔었음 ㄹㅇ,2023-03-02T23:35:23Z,본섭 개선되는건 하나도 없는데 리부트 너프한다고 샴페인 터뜨리는거 보고 뇌정지 왔었음 ㄹㅇ
2,배틀그라운드,그래픽,배그에서 개간지 맨인블랙 슈트 입어봤더니..  - 가격 및 플레이 [조곤유튜브],바지 이름이뭔가요 그런디자인이 잘 안나오네요,2018-05-21T15:11:15Z,바지 이름이뭔가요 그런디자인이 잘 안나오네요
